num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorol?ico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2023S000185;04/01/2023;12:15:00;"CALL. ARTURO SORIA, 304";304;15;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;14;Sin asistencia sanitaria;"443357,554";"4480705,095";N;NULL
2023S000186;04/01/2023;12:10:00;CALL. BENJAMIN PALENCIA / CALL. PIO FELIPE;12;13;PUENTE DE VALLECAS;Alcance;Despejado;Furgoneta;Conductor;De 55 a 59 a?s;Hombre;NULL;NULL;"444738,536";"4471851,568";N;NULL
2023S000186;04/01/2023;12:10:00;CALL. BENJAMIN PALENCIA / CALL. PIO FELIPE;12;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;14;Sin asistencia sanitaria;"444738,536";"4471851,568";N;NULL
2023S000187;04/01/2023;12:00:00;AVDA. VENTISQUERO DE LA CONDESA / CALL. COSTA BRAVA;50;8;FUENCARRAL-EL PARDO;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;NULL;NULL;"439054,006";"4483026,283";N;NULL
2023S000187;04/01/2023;12:00:00;AVDA. VENTISQUERO DE LA CONDESA / CALL. COSTA BRAVA;50;8;FUENCARRAL-EL PARDO;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 70 a 74 a?s;Mujer;NULL;NULL;"439054,006";"4483026,283";N;NULL
2023S000188;03/01/2023;12:30:00;"AVDA. HISPANIDAD, 46";46;21;BARAJAS;Colisi? fronto-lateral;Despejado;Autob?;Conductor;De 35 a 39 a?s;Mujer;NULL;NULL;"451465,89";"4479750,179";N;NULL
2023S000188;03/01/2023;12:30:00;"AVDA. HISPANIDAD, 46";46;21;BARAJAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 a?s;Mujer;NULL;NULL;"451465,89";"4479750,179";N;NULL
2023S000189;04/01/2023;13:50:00;"CALL. ANDALUCES, 32";32;13;PUENTE DE VALLECAS;Colisi? lateral;Despejado;Turismo;Conductor;De 45 a 49 a?s;Hombre;NULL;NULL;"445970,375";"4471205,749";N;NULL
2023S000189;04/01/2023;13:50:00;"CALL. ANDALUCES, 32";32;13;PUENTE DE VALLECAS;Colisi? lateral;Despejado;Turismo;Conductor;De 55 a 59 a?s;Hombre;NULL;NULL;"445970,375";"4471205,749";N;NULL
2023S000190;04/01/2023;14:00:00;AVDA. ALBUFERA / M-40;319;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Furgoneta;Conductor;De 60 a 64 a?s;Hombre;NULL;NULL;"446207,929";"4470624,203";N;NULL
2023S000190;04/01/2023;14:00:00;AVDA. ALBUFERA / M-40;319;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 a?s;Mujer;NULL;NULL;"446207,929";"4470624,203";N;NULL
2023S000191;04/01/2023;15:00:00;"PASEO. DELICIAS, 82";82;2;ARGANZUELA;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 21 a 24 a?s;Hombre;NULL;NULL;"441081,197";"4472195,895";N;NULL
2023S000191;04/01/2023;15:00:00;"PASEO. DELICIAS, 82";82;2;ARGANZUELA;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 35 a 39 a?s;Hombre;NULL;NULL;"441081,197";"4472195,895";N;NULL
2023S000192;03/01/2023;21:20:00;"AUTOV. M-30, 06NC40";06NC40;4;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 40 a 44 a?s;Mujer;1;Atenci? en urgencias sin posterior ingreso;"443967,789";"4475574,447";N;NULL
2023S000192;03/01/2023;21:20:00;"AUTOV. M-30, 06NC40";06NC40;4;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 65 a 69 a?s;Hombre;14;Sin asistencia sanitaria;"443967,789";"4475574,447";N;NULL
2023S000193;04/01/2023;15:00:00;CALL. COCHERON DE LA VILLA / CANGREJ;13;13;PUENTE DE VALLECAS;Colisi? lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 45 a 49 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"446428,26";"4470377,627";N;NULL
2023S000193;04/01/2023;15:00:00;CALL. COCHERON DE LA VILLA / CANGREJ;13;13;PUENTE DE VALLECAS;Colisi? lateral;Despejado;Turismo;Conductor;De 30 a 34 a?s;Hombre;14;Sin asistencia sanitaria;"446428,26";"4470377,627";N;NULL
2023S000194;04/01/2023;15:15:00;"CALL. LAGO CONSTANZA, 17";17;15;CIUDAD LINEAL;Colisi? fronto-lateral;Despejado;Ciclomotor;Conductor;De 35 a 39 a?s;Hombre;1;Atenci? en urgencias sin posterior ingreso;"445094,644";"4475899,165";N;NULL
2023S000194;04/01/2023;15:15:00;"CALL. LAGO CONSTANZA, 17";17;15;CIUDAD LINEAL;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 a?s;Mujer;14;Sin asistencia sanitaria;"445094,644";"4475899,165";N;NULL
2023S000195;04/01/2023;14:45:00;CALL. VIA CARPETANA / PASEO. ERMITA DEL SANTO;43;11;CARABANCHEL;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 a?s;Hombre;14;Sin asistencia sanitaria;"438263,127";"4472839,905";N;NULL
2023S000195;04/01/2023;14:45:00;CALL. VIA CARPETANA / PASEO. ERMITA DEL SANTO;43;11;CARABANCHEL;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 a?s;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;"438263,127";"4472839,905";N;NULL
2023S000195;04/01/2023;14:45:00;CALL. VIA CARPETANA / PASEO. ERMITA DEL SANTO;43;11;CARABANCHEL;Colisi? fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"438263,127";"4472839,905";N;NULL
2023S000198;04/01/2023;15:55:00;"CALL. ARROYO DEL OLIVAR, 33";33;13;PUENTE DE VALLECAS;Alcance;NULL;Furgoneta;Conductor;De 45 a 49 a?s;Mujer;NULL;NULL;"443933,714";"4471438,42";N;NULL
2023S000198;04/01/2023;15:55:00;"CALL. ARROYO DEL OLIVAR, 33";33;13;PUENTE DE VALLECAS;Alcance;NULL;Todo terreno;Conductor;De 25 a 29 a?s;Mujer;NULL;NULL;"443933,714";"4471438,42";N;NULL
2023S000200;03/01/2023;21:35:00;"PLAZA. EMPERADOR CARLOS V, 1";1;1;CENTRO;Colisi? lateral;Despejado;Ciclomotor;Conductor;De 25 a 29 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"441284,751";"4473405,775";N;NULL
2023S000200;03/01/2023;21:35:00;"PLAZA. EMPERADOR CARLOS V, 1";1;1;CENTRO;Colisi? lateral;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;14;Sin asistencia sanitaria;"441284,751";"4473405,775";N;NULL
2023S000201;04/01/2023;16:27:00;AVDA. MAYORAZGO / BULEV. NATURALEZA;20;18;VILLA DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 a?s;Hombre;NULL;NULL;"446453,462";"4468928,813";N;NULL
2023S000201;04/01/2023;16:27:00;AVDA. MAYORAZGO / BULEV. NATURALEZA;20;18;VILLA DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 a?s;Hombre;NULL;NULL;"446453,462";"4468928,813";N;NULL
2023S000201;04/01/2023;16:27:00;AVDA. MAYORAZGO / BULEV. NATURALEZA;20;18;VILLA DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 30 a 34 a?s;Hombre;NULL;NULL;"446453,462";"4468928,813";N;NULL
2023S000201;04/01/2023;16:27:00;AVDA. MAYORAZGO / BULEV. NATURALEZA;20;18;VILLA DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 30 a 34 a?s;Mujer;NULL;NULL;"446453,462";"4468928,813";N;NULL
2023S000202;03/01/2023;21:30:00;CALL. ESTRELLA POLAR / CALL. SIRIO;28;3;RETIRO;Colisi? lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 a?s;Mujer;7;Asistencia sanitaria s?o en el lugar del accidente;"443654,032";"4473586,55";N;NULL
2023S000202;03/01/2023;21:30:00;CALL. ESTRELLA POLAR / CALL. SIRIO;28;3;RETIRO;Colisi? lateral;Despejado;Turismo;Conductor;De 30 a 34 a?s;Hombre;14;Sin asistencia sanitaria;"443654,032";"4473586,55";N;NULL
2023S000203;03/01/2023;21:42:00;PASEO. FERROVIARIOS / ENCARNACION;35;17;VILLAVERDE;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 a?s;Mujer;NULL;NULL;"439188,963";"4466468,026";N;NULL
2023S000203;03/01/2023;21:42:00;PASEO. FERROVIARIOS / ENCARNACION;35;17;VILLAVERDE;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 a?s;Mujer;NULL;NULL;"439188,963";"4466468,026";N;NULL
2023S000204;04/01/2023;15:38:00;"CALL. ATOCHA, 38";38;1;CENTRO;Atropello a persona;Despejado;Turismo;Conductor;De 25 a 29 a?s;Hombre;14;Sin asistencia sanitaria;"440556,28";"4473841,534";N;NULL
2023S000204;04/01/2023;15:38:00;"CALL. ATOCHA, 38";38;1;CENTRO;Atropello a persona;Despejado;Turismo;Peat?;De 55 a 59 a?s;Hombre;NULL;NULL;"440556,28";"4473841,534";N;NULL
2023S000205;04/01/2023;14:44:00;"GTA. LOPEZ DE HOYOS, 8";8;5;CHAMART?N;Colisi? fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 30 a 34 a?s;Hombre;NULL;NULL;"442303,566";"4476841,889";N;NULL
2023S000205;04/01/2023;14:44:00;"GTA. LOPEZ DE HOYOS, 8";8;5;CHAMART?N;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 a?s;Hombre;NULL;NULL;"442303,566";"4476841,889";N;NULL
2023S000205;04/01/2023;14:44:00;"GTA. LOPEZ DE HOYOS, 8";8;5;CHAMART?N;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 18 a 20 a?s;Hombre;NULL;NULL;"442303,566";"4476841,889";N;NULL
2023S000206;04/01/2023;18:10:00;IDB. PUENTE DE VENTAS / CALL. ALCALA;0;15;CIUDAD LINEAL;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 a?s;Hombre;NULL;NULL;"443928,122";"4475850,96";N;NULL
2023S000206;04/01/2023;18:10:00;IDB. PUENTE DE VENTAS / CALL. ALCALA;0;15;CIUDAD LINEAL;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 a?s;Hombre;NULL;NULL;"443928,122";"4475850,96";N;NULL
2023S000207;04/01/2023;18:00:00;"AVDA. MEDITERRANEO, 32";32;3;RETIRO;Alcance;Despejado;Furgoneta;Conductor;De 30 a 34 a?s;Hombre;NULL;NULL;"442899,551";"4473138,801";N;NULL
2023S000207;04/01/2023;18:00:00;"AVDA. MEDITERRANEO, 32";32;3;RETIRO;Alcance;Despejado;Furgoneta;Pasajero;De 25 a 29 a?s;Hombre;NULL;NULL;"442899,551";"4473138,801";N;NULL
2023S000207;04/01/2023;18:00:00;"AVDA. MEDITERRANEO, 32";32;3;RETIRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 45 a 49 a?s;Hombre;14;Sin asistencia sanitaria;"442899,551";"4473138,801";N;NULL
2023S000208;03/01/2023;14:50:00;CALL. PICO DE LOS ARTILLEROS / PICO ARTILLEROS;26;14;MORATALAZ;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;14;Sin asistencia sanitaria;"445639,394";"4473360,273";N;NULL
2023S000208;03/01/2023;14:50:00;CALL. PICO DE LOS ARTILLEROS / PICO ARTILLEROS;26;14;MORATALAZ;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 a?s;Mujer;7;Asistencia sanitaria s?o en el lugar del accidente;"445639,394";"4473360,273";N;NULL
2023S000210;03/01/2023;21:50:00;"CALL. JULIO PALACIOS, 20";20;8;FUENCARRAL-EL PARDO;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;NULL;NULL;"441196,022";"4481661,426";N;NULL
2023S000210;03/01/2023;21:50:00;"CALL. JULIO PALACIOS, 20";20;8;FUENCARRAL-EL PARDO;Colisi? fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"441196,022";"4481661,426";N;NULL
2023S000211;04/01/2023;18:45:00;"AUTOV. M-30, C1 PK 31.900,  31NC90";31NC90;5;CHAMART?N;Alcance;Despejado;Turismo;Conductor;De 21 a 24 a?s;Mujer;14;Sin asistencia sanitaria;"442471,889";"4481667,987";N;NULL
2023S000211;04/01/2023;18:45:00;"AUTOV. M-30, C1 PK 31.900,  31NC90";31NC90;5;CHAMART?N;Alcance;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;14;Sin asistencia sanitaria;"442471,889";"4481667,987";N;NULL
2023S000211;04/01/2023;18:45:00;"AUTOV. M-30, C1 PK 31.900,  31NC90";31NC90;5;CHAMART?N;Alcance;Despejado;Turismo;Pasajero;De 60 a 64 a?s;Mujer;NULL;NULL;"442471,889";"4481667,987";N;NULL
2023S000212;04/01/2023;19:00:00;AVDA. RAFAELA YBARRA / AVDA. POBLADOS;93;12;USERA;Colisi? fronto-lateral;Despejado;Otros veh?ulos con motor;Conductor;M? de 74 a?s;Hombre;NULL;NULL;"439552,605";"4469423,539";N;NULL
2023S000212;04/01/2023;19:00:00;AVDA. RAFAELA YBARRA / AVDA. POBLADOS;93;12;USERA;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 a?s;Mujer;NULL;NULL;"439552,605";"4469423,539";N;NULL
2023S000213;04/01/2023;17:10:00;CALL. SEPULVEDA / CALL. PABLO SARASATE;7;10;LATINA;Choque contra obst?ulo fijo;Despejado;Turismo;Conductor;De 50 a 54 a?s;Mujer;1;Atenci? en urgencias sin posterior ingreso;"437941,243";"4473058,316";N;NULL
2023S000213;04/01/2023;17:10:00;CALL. SEPULVEDA / CALL. PABLO SARASATE;7;10;LATINA;Choque contra obst?ulo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"437941,243";"4473058,316";N;NULL
2023S000213;04/01/2023;17:10:00;CALL. SEPULVEDA / CALL. PABLO SARASATE;7;10;LATINA;Choque contra obst?ulo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"437941,243";"4473058,316";N;NULL
2023S000213;04/01/2023;17:10:00;CALL. SEPULVEDA / CALL. PABLO SARASATE;7;10;LATINA;Choque contra obst?ulo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"437941,243";"4473058,316";N;NULL
2023S000215;04/01/2023;19:15:00;CTRA. HUMERA / CALL. RIO NELA;1;9;MONCLOA-ARAVACA;Colisi? fronto-lateral;NULL;Turismo;Conductor;De 25 a 29 a?s;Hombre;NULL;NULL;"433954,563";"4478107,355";N;NULL
2023S000215;04/01/2023;19:15:00;CTRA. HUMERA / CALL. RIO NELA;1;9;MONCLOA-ARAVACA;Colisi? fronto-lateral;NULL;Turismo;Conductor;De 45 a 49 a?s;Mujer;NULL;NULL;"433954,563";"4478107,355";N;NULL
2023S000217;04/01/2023;18:25:00;CALL. POETA JOAN MARAGALL / BRAVO;65;6;TETU?N;Alcance;NULL;Turismo;Conductor;De 25 a 29 a?s;Mujer;NULL;NULL;"441376,015";"4479636,323";N;NULL
2023S000217;04/01/2023;18:25:00;CALL. POETA JOAN MARAGALL / BRAVO;65;6;TETU?N;Alcance;NULL;Turismo;Conductor;De 35 a 39 a?s;Mujer;NULL;NULL;"441376,015";"4479636,323";N;NULL
2023S000217;04/01/2023;18:25:00;CALL. POETA JOAN MARAGALL / BRAVO;65;6;TETU?N;Alcance;NULL;Turismo;Pasajero;De 21 a 24 a?s;Mujer;NULL;NULL;"441376,015";"4479636,323";N;NULL
2023S000217;04/01/2023;18:25:00;CALL. POETA JOAN MARAGALL / BRAVO;65;6;TETU?N;Alcance;NULL;Turismo;Pasajero;M? de 74 a?s;Mujer;NULL;NULL;"441376,015";"4479636,323";N;NULL
2023S000218;04/01/2023;19:10:00;"CALL. RAIMUNDO FERNANDEZ VILLAVERDE, 69";69;6;TETU?N;Ca?a;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 a?s;Mujer;1;Atenci? en urgencias sin posterior ingreso;"441326,431";"4477519,9";N;NULL
2023S000219;04/01/2023;18:50:00;"AVDA. VALLADOLID, 1";1;9;MONCLOA-ARAVACA;Choque contra obst?ulo fijo;NULL;Turismo;Conductor;De 45 a 49 a?s;Hombre;NULL;NULL;"438367,896";"4475284,213";N;NULL
2023S000219;04/01/2023;18:50:00;"AVDA. VALLADOLID, 1";1;9;MONCLOA-ARAVACA;Choque contra obst?ulo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"438367,896";"4475284,213";N;NULL
2023S000219;04/01/2023;18:50:00;"AVDA. VALLADOLID, 1";1;9;MONCLOA-ARAVACA;Choque contra obst?ulo fijo;NULL;Turismo;Pasajero;De 45 a 49 a?s;Mujer;NULL;NULL;"438367,896";"4475284,213";N;NULL
2023S000219;04/01/2023;18:50:00;"AVDA. VALLADOLID, 1";1;9;MONCLOA-ARAVACA;Choque contra obst?ulo fijo;NULL;Turismo;Pasajero;De 6 a 9 a?s;Mujer;NULL;NULL;"438367,896";"4475284,213";N;NULL
2023S000219;04/01/2023;18:50:00;"AVDA. VALLADOLID, 1";1;9;MONCLOA-ARAVACA;Choque contra obst?ulo fijo;NULL;Turismo;Pasajero;Menor de 5 a?s;Hombre;NULL;NULL;"438367,896";"4475284,213";N;NULL
2023S000220;04/01/2023;19:30:00;PLAZA. SANTO DOMINGO / CALL. SILVA;1;1;CENTRO;Colisi? fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 25 a 29 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"439909,25";"4474674,724";N;NULL
2023S000220;04/01/2023;19:30:00;PLAZA. SANTO DOMINGO / CALL. SILVA;1;1;CENTRO;Colisi? fronto-lateral;Despejado;Motocicleta > 125cc;Pasajero;De 25 a 29 a?s;Mujer;7;Asistencia sanitaria s?o en el lugar del accidente;"439909,25";"4474674,724";N;NULL
2023S000220;04/01/2023;19:30:00;PLAZA. SANTO DOMINGO / CALL. SILVA;1;1;CENTRO;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 a?s;Hombre;14;Sin asistencia sanitaria;"439909,25";"4474674,724";N;NULL
2023S000221;04/01/2023;20:15:00;"PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS, 44";44;2;ARGANZUELA;Atropello a persona;Despejado;Turismo;Conductor;De 70 a 74 a?s;Hombre;14;Sin asistencia sanitaria;"439414,662";"4472793,509";N;NULL
2023S000221;04/01/2023;20:15:00;"PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS, 44";44;2;ARGANZUELA;Atropello a persona;Despejado;Turismo;Peat?;De 50 a 54 a?s;Hombre;1;Atenci? en urgencias sin posterior ingreso;"439414,662";"4472793,509";N;NULL
2023S000222;04/01/2023;19:30:00;AVDA. ALBUFERA / RAFAEL ALBERT;270;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 a?s;Mujer;1;Atenci? en urgencias sin posterior ingreso;"445650,22";"4470945,815";N;NULL
2023S000222;04/01/2023;19:30:00;AVDA. ALBUFERA / RAFAEL ALBERT;270;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;14;Sin asistencia sanitaria;"445650,22";"4470945,815";S;NULL
2023S000222;04/01/2023;19:30:00;AVDA. ALBUFERA / RAFAEL ALBERT;270;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 a?s;Mujer;1;Atenci? en urgencias sin posterior ingreso;"445650,22";"4470945,815";N;NULL
2023S000222;04/01/2023;19:30:00;AVDA. ALBUFERA / RAFAEL ALBERT;270;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 70 a 74 a?s;Mujer;1;Atenci? en urgencias sin posterior ingreso;"445650,22";"4470945,815";N;NULL
2023S000223;04/01/2023;19:20:00;"CALL. CARDE?OSA, 2";2;13;PUENTE DE VALLECAS;Choque contra obst?ulo fijo;NULL;Furgoneta;Conductor;De 35 a 39 a?s;Hombre;NULL;NULL;"443066,186";"4470674,533";N;NULL
2023S000223;04/01/2023;19:20:00;"CALL. CARDE?OSA, 2";2;13;PUENTE DE VALLECAS;Choque contra obst?ulo fijo;NULL;Turismo;Conductor;De 21 a 24 a?s;Hombre;NULL;NULL;"443066,186";"4470674,533";N;NULL
2023S000224;04/01/2023;19:30:00;"CALL. SAAVEDRA FAJARDO, 5";5;10;LATINA;Colisi? lateral;Despejado;Turismo;Conductor;De 30 a 34 a?s;Hombre;NULL;NULL;"438502,011";"4474163,131";N;NULL
2023S000224;04/01/2023;19:30:00;"CALL. SAAVEDRA FAJARDO, 5";5;10;LATINA;Colisi? lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"438502,011";"4474163,131";N;NULL
2023S000225;04/01/2023;19:00:00;"CALL. NUESTRA SE?ORA DE LUJAN, 21";21;5;CHAMART?N;Colisi? lateral;Despejado;Todo terreno;Conductor;De 55 a 59 a?s;Hombre;NULL;NULL;"442479,155";"4478935,321";N;NULL
2023S000225;04/01/2023;19:00:00;"CALL. NUESTRA SE?ORA DE LUJAN, 21";21;5;CHAMART?N;Colisi? lateral;Despejado;Turismo;Conductor;De 60 a 64 a?s;Mujer;NULL;NULL;"442479,155";"4478935,321";N;NULL
2023S000226;04/01/2023;20:35:00;AVDA. REAL DE PINTO / VALLE DE TO;16B;17;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;De 50 a 54 a?s;Mujer;NULL;NULL;"439340,1";"4464806,953";N;NULL
2023S000226;04/01/2023;20:35:00;AVDA. REAL DE PINTO / VALLE DE TO;16B;17;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"439340,1";"4464806,953";NULL;NULL
2023S000227;05/01/2023;2:10:00;CALL. ALMONACID / LOPEZ G;11;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 a?s;Hombre;NULL;NULL;"443943,184";"4471946,485";S;NULL
2023S000227;05/01/2023;2:10:00;CALL. ALMONACID / LOPEZ G;11;13;PUENTE DE VALLECAS;Colisi? fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"443943,184";"4471946,485";N;NULL
2023S000228;04/01/2023;20:30:00;CALL. GENERAL RICARDOS / SAN PATRICI;1;11;CARABANCHEL;Colisi? frontal;Despejado;Bicicleta;Conductor;De 30 a 34 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"438402,856";"4471546,926";N;NULL
2023S000228;04/01/2023;20:30:00;CALL. GENERAL RICARDOS / SAN PATRICI;1;11;CARABANCHEL;Colisi? frontal;Despejado;Turismo;Conductor;De 35 a 39 a?s;Hombre;14;Sin asistencia sanitaria;"438402,856";"4471546,926";S;NULL
2023S000229;04/01/2023;17:45:00;CALL. EL ESPINAR / CALL. NUESTRA SE?ORA DE LA LUZ;1;11;CARABANCHEL;Atropello a persona;Despejado;Turismo;Conductor;De 45 a 49 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"436924,084";"4470547,201";N;NULL
2023S000229;04/01/2023;17:45:00;CALL. EL ESPINAR / CALL. NUESTRA SE?ORA DE LA LUZ;1;11;CARABANCHEL;Atropello a persona;Despejado;Turismo;Peat?;Menor de 5 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"436924,084";"4470547,201";N;NULL
2023S000231;03/01/2023;23:30:00;"AVDA. SAN FERMIN, 46";46;12;USERA;Choque contra obst?ulo fijo;Despejado;Veh?ulo articulado;Conductor;De 30 a 34 a?s;Hombre;NULL;NULL;"441539,155";"4469224,081";N;NULL
2023S000232;04/01/2023;22:16:00;CALL. DOCTOR BELLIDO / PUERTO DE LA M;26;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;14;Sin asistencia sanitaria;"443300,907";"4470612,05";N;NULL
2023S000232;04/01/2023;22:16:00;CALL. DOCTOR BELLIDO / PUERTO DE LA M;26;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Peat?;De 15 a 17 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"443300,907";"4470612,05";N;NULL
2023S000233;04/01/2023;21:30:00;"CALL. VILLAFRANCA, 11";11;4;SALAMANCA;Choque contra obst?ulo fijo;NULL;Cami? r?ido;Conductor;De 65 a 69 a?s;Hombre;NULL;NULL;"443558,52";"4476219,602";N;NULL
2023S000234;04/01/2023;23:10:00;CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;15;7;CHAMBER?;Atropello a persona;Despejado;Turismo;Conductor;De 40 a 44 a?s;Mujer;14;Sin asistencia sanitaria;"440651,459";"4475559,516";N;NULL
2023S000234;04/01/2023;23:10:00;CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;15;7;CHAMBER?;Atropello a persona;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;14;Sin asistencia sanitaria;"440651,459";"4475559,516";N;NULL
2023S000234;04/01/2023;23:10:00;CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;15;7;CHAMBER?;Atropello a persona;Despejado;Turismo;Pasajero;De 60 a 64 a?s;Hombre;14;Sin asistencia sanitaria;"440651,459";"4475559,516";N;NULL
2023S000234;04/01/2023;23:10:00;CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;15;7;CHAMBER?;Atropello a persona;Despejado;Turismo;Pasajero;De 60 a 64 a?s;Mujer;14;Sin asistencia sanitaria;"440651,459";"4475559,516";N;NULL
2023S000234;04/01/2023;23:10:00;CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;15;7;CHAMBER?;Atropello a persona;Despejado;Turismo;Peat?;M? de 74 a?s;Hombre;2;Ingreso inferior o igual a 24 horas;"440651,459";"4475559,516";N;NULL
2023S000235;04/01/2023;22:30:00;CALL. ARTURO SORIA / CALL. DALIA;2;15;CIUDAD LINEAL;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 a?s;Mujer;NULL;NULL;"443445,11";"4481278,923";N;NULL
2023S000235;04/01/2023;22:30:00;CALL. ARTURO SORIA / CALL. DALIA;2;15;CIUDAD LINEAL;Colisi? fronto-lateral;Despejado;Turismo;Conductor;M? de 74 a?s;Mujer;NULL;NULL;"443445,11";"4481278,923";N;NULL
2023S000236;04/01/2023;22:30:00;CALL. CESAR MANRIQUE / CALL. JUAN SANCHEZ;1;8;FUENCARRAL-EL PARDO;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 18 a 20 a?s;Mujer;14;Sin asistencia sanitaria;"438894,07";"4480658,605";N;NULL
